S_Name	S_1	S_10	S_11	S_12	S_13	S_14	S_15	S_16	S_17	S_18	S_19	S_2	S_20	S_21	S_22	S_23	S_24	S_25	S_26	S_27	S_28	S_29	S_30	S_31	S_32	S_33	S_34	S_35	S_36	S_37	S_38	S_39	S_4	S_40	S_41	S_42	S_43	S_44	S_45	S_46	S_47	S_48	S_49	S_5	S_50	S_51	S_52	S_53	S_54	S_55	S_56	S_57	S_58	S_59	S_60	S_61	S_62	S_63	S_64	S_65	S_66	S_67	S_68	S_69	S_7	S_70	S_71	S_72	S_8
ASV8942	0	0	0	0	0	0	0	0	0	0	45	0	28	30	30	22	44	0	0	24	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	32	0	0	0	55	0	29	26	26	35	0	41	38	27	28	26	0	0	25	0	0	0	0	0	0	0	0
ASV8943	0	0	27	36	24	20	16	17	36	22	54	0	56	34	0	0	0	0	0	0	31	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	30	64	30	0	62	84	0	0	39	62	0	52	69	0	78	28	40	28	0	21	0	0	38	0	0	0	43	0	0
ASV8945	0	57	71	34	41	0	41	69	68	52	58	0	96	90	69	0	52	60	64	83	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	65	0	86	0	22	34	0	0	39	0	0	53	93	66	98	52	40	62	101	57	71	0	0	0	0	0	0	0	0	0	44	0
ASV8946	0	0	0	0	0	51	0	0	0	0	126	32	0	81	167	60	114	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	42	63	0	0	0	0	0	54	0	0	0	45	0	0	58	0	65	144	127	36	0	74	74	82	44	0	0	0	0	0	0	0	0	0	0	0
ASV8950	0	0	0	0	0	0	0	0	0	0	118	0	209	92	68	211	125	104	144	136	217	188	157	120	191	146	260	167	178	45	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	163	144	92	201	115	96	260	139	143	149	212	202	103	247	130	57	223	529	336	0
ASV8951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	51	0	268	168	176	173	154	259	194	164	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	113	0	0	0	0	0	150	139	136	116	174	145	49	144	196	222	0
ASV8955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	94	38	47	94	30	68	113	121	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	71	57	47	39	0	32	103	125	68	0
ASV8957	34	0	53	90	38	65	79	62	134	89	0	50	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	57	0	55	42	0	0	0	101	45	68	0	0	0	0	0	0	38	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8958	34	0	24	31	36	50	37	45	102	42	45	114	14	13	27	19	26	9	0	27	0	0	0	0	0	0	0	0	0	38	58	77	48	61	51	46	97	49	63	37	25	0	0	39	69	11	23	43	36	0	39	0	0	0	0	20	50	0	0	0	0	0	0	0	49	0	0	0	38
ASV8960	0	130	150	180	90	0	129	147	96	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	55	51	26	0	0	46	0	37	25	82	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
ASV8961	0	65	109	91	41	23	56	93	101	95	0	0	20	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	51	0	0	0	28	29	0	72	0	0	0	0	0	0	0	24	48	0	0	36	0	0	0	0	0	0	0	0
ASV8963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	299	127	118	190	84	148	145	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	80	338	145	57	116	34	256	167	332	0
ASV8965	0	58	107	142	55	0	52	92	40	185	53	0	32	0	29	0	45	32	27	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	34	0	48	0	94	43	0	40	48	151	99	52	0	0	22	0	0	0	0	0	0	0	0
ASV8966	0	33	46	44	0	31	30	47	52	33	38	0	22	47	24	29	0	48	24	0	69	136	50	33	54	47	163	71	122	0	0	0	0	0	0	0	0	0	0	0	22	36	0	0	0	66	27	0	44	76	0	103	82	0	0	66	47	67	107	94	172	66	74	55	37	162	129	145	0
ASV8967	0	0	0	0	0	0	0	81	46	59	45	9	30	0	0	0	0	31	37	36	15	0	36	0	0	29	70	48	83	0	0	0	0	0	0	0	9	0	0	43	31	0	0	0	0	0	47	0	70	34	52	0	0	0	0	70	43	0	43	47	15	17	0	0	0	65	61	47	0
ASV8979	0	0	51	38	0	0	0	40	57	78	66	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	28	0	0	0	0	0	37	0	60	49	45	0	0	0	0	116	116	0	0	0	0	0	0	0	0	0	0	0	0
ASV8982	0	0	0	0	0	0	0	0	0	0	94	0	150	59	0	0	100	0	119	119	88	112	64	0	0	0	165	149	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	53	0	122	53	0	0	0	107	0	0	0	0	132	104	88	0
ASV8984	53	454	803	515	511	155	333	716	589	527	422	151	566	281	181	253	279	383	515	556	658	481	473	380	195	361	927	867	795	134	179	49	64	0	77	27	92	174	77	531	362	289	343	33	220	257	373	191	594	302	314	355	226	203	199	721	387	528	673	590	526	415	393	244	307	888	933	598	39
ASV8994	0	0	0	46	0	22	0	50	53	39	0	25	0	0	0	0	9	0	0	14	0	0	0	0	0	0	0	0	0	25	35	21	0	0	0	0	36	39	0	52	0	19	10	0	26	21	41	0	47	0	0	0	0	0	0	22	0	15	0	0	0	0	0	0	0	0	0	0	0
ASV8997	0	89	142	124	118	0	80	106	113	107	89	0	133	139	83	100	84	113	89	93	107	0	63	44	41	69	80	0	61	0	0	0	0	0	0	0	0	0	0	96	50	99	111	0	70	104	51	0	93	120	101	142	153	51	91	80	112	127	0	61	56	39	51	0	0	61	112	62	0
ASV8998	38	0	0	38	0	87	22	54	106	0	0	52	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	72	49	0	31	0	140	38	61	85	57	59	0	0	62	31	55	64	87	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	29	0	0	0	34
ASV9000	53	0	39	54	0	0	0	0	0	0	60	101	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	101	70	55	52	85	0	84	82	77	76	43	44	0	0	61	40	0	0	0	0	0	0	55	0	0	68	77	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9002	0	25	25	43	24	19	0	37	35	29	0	0	0	0	0	0	51	33	63	50	0	0	0	0	0	0	21	0	24	0	15	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	41	0	40	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9006	0	0	0	23	0	0	0	0	0	0	94	0	110	56	0	0	89	75	102	80	0	116	52	0	0	0	42	61	67	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	150	77	105	59	0	58	92	103	199	52	66	118	43	52	0	0	90	112	110	0
ASV9009	0	0	0	0	0	0	36	24	23	28	42	0	40	34	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	49	0	0	0	0	36	14	0	0	0	0	0	37	38	30	76	0	21	23	0	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV901	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	9	7	16	7	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	16	6	0	7	9	0	12	4	13	0	20	0	10	0
ASV9010	0	0	42	0	81	0	0	0	0	0	56	0	95	0	0	74	84	70	69	65	72	85	104	107	82	112	69	54	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	31	162	65	124	96	36	49	95	90	107	128	119	94	107	121	98	0	93	143	160	0
ASV9018	0	0	40	0	0	0	0	47	60	44	56	0	36	31	30	30	42	19	23	40	45	11	64	30	13	49	73	28	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	47	30	30	34	0	0	31	40	23	58	52	117	0	61	96	13	0	74	157	0	0
ASV9019	0	13	0	35	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	49	25	40	0	43	38	26	64	48	30	50	42	42	25	55	58	0	0	53	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV9049	0	0	49	42	0	0	0	24	43	39	0	0	54	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	19	0	15	18	0	8	13	0	0	0	19	0	12	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9050	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	32	47	0	31	24	29	53	42	35	34	16	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	19	52	0	29	28	36	43	32	42	40	53	0	51	40	34	16
ASV9056	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	8	0	0	0	7	9	13	18	7	13	0	16	0	19	0
ASV9069	0	0	0	0	15	6	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	17	0	5	6	0	9	0	30	0	0	0	0	16	0	0	0	0	20	16	16	0	0	20	17	0	14	0	0	0	32	0	0	0	0	0	0	0	11	0	0	0	0	0	0	15	0	0
ASV9081	0	0	0	8	10	0	8	9	10	0	0	0	0	0	11	3	5	0	6	16	9	9	2	0	0	0	0	0	4	0	8	0	0	14	0	0	11	17	0	8	15	0	0	8	16	16	17	27	18	0	14	10	0	14	13	8	0	5	12	0	0	8	11	4	0	13	9	0	0
ASV9090	0	0	12	11	0	0	0	9	0	0	12	5	12	0	0	0	0	9	8	14	0	0	4	7	0	0	10	6	8	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	19	0	9	0	11	7	0	0	0	0	0	0	0	6	11	0	0	0	0	4	0
ASV9102	0	0	0	0	0	0	0	0	8	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	15	0	16	22	26	45	22	46	7	0	0	0	15	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV9164	0	0	10	11	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	29	35	0	0	33	36	0	11	23	20	76	22	24	0	32	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9173	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	27	13	0	17	12	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	13	19	17	7	22	17	15	0
ASV9177	0	30	27	16	0	19	0	0	0	12	0	0	39	28	12	0	0	40	49	0	39	0	31	26	0	20	0	32	0	0	0	0	0	22	0	0	0	0	0	0	0	23	0	0	9	24	0	0	17	0	31	31	0	0	0	0	19	30	0	0	0	0	42	0	0	0	49	0	0
ASV9195	0	16	20	16	23	24	28	22	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	38	47	0	20	37	30	0	45	35	29	29	39	38	0	51	37	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9203	75	0	17	20	14	21	0	12	0	25	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	41	54	40	46	60	44	44	43	42	40	0	31	11	41	0	32	0	0	0	25	0	10	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
ASV9223	0	0	10	0	0	11	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	12	38	25	0	45	0	0	0	0	6	16	16	0	0	0	0	0	0	0	0	0	0	24	17	0	0	0	0	0	0	0	0	0	11	0
ASV923	0	0	0	5	0	0	0	0	5	3	0	0	10	6	4	0	11	0	0	15	9	6	6	0	7	8	3	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	18	19	0	13	6	6	11	13	0	22	0	20	0	0	14	0	0
ASV9232	0	0	7	0	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	6	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	7	0	0	11	9	0	0	12	15	0	0	0	0	0
ASV9237	46	33	14	0	0	14	19	0	0	15	15	27	22	24	0	0	0	0	19	26	0	0	0	0	0	0	0	0	0	66	43	23	14	108	44	97	0	19	24	52	15	0	0	19	40	18	16	22	0	38	22	0	0	0	0	0	0	0	0	24	0	0	0	0	20	0	0	0	9
ASV9266	0	0	0	0	0	8	12	0	0	33	0	0	11	26	24	8	34	9	5	28	0	0	0	0	0	0	0	0	0	56	0	24	0	0	44	24	0	0	0	0	0	0	0	0	0	0	26	0	31	48	0	49	24	0	0	15	0	20	0	10	9	0	7	0	0	0	24	8	0
ASV9277	0	14	25	48	63	36	70	40	41	0	0	0	0	20	0	0	32	0	27	0	15	0	17	29	0	30	10	30	18	0	0	0	0	0	0	0	0	0	0	48	47	38	111	0	38	62	60	81	54	0	40	46	42	44	48	69	0	85	21	31	22	15	29	44	0	31	43	0	0
ASV9278	0	0	0	0	0	0	0	17	0	0	34	0	36	32	55	35	35	40	46	65	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	38	0	0	34	49	28	30	34	0	0	54	46	31	82	51	52	0	0	0	0	0	0	0	0	0	41	0
ASV9280	37	0	0	7	0	0	5	0	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	51	26	42	18	63	52	22	64	13	0	0	0	30	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	19
ASV9287	60	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	75	57	65	101	60	57	99	0	44	0	0	0	0	121	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
ASV9289	41	42	0	0	0	36	0	69	50	51	69	0	0	0	37	0	0	29	0	0	0	0	0	0	0	14	0	0	0	69	53	57	46	49	46	61	34	18	48	0	0	79	65	46	69	60	0	0	0	0	0	0	0	64	85	44	0	0	0	0	0	0	0	0	46	0	0	25	19
ASV9290	0	0	48	18	21	30	0	0	0	0	0	51	0	31	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	32	22	0	29	33	0	32	0	22	0	41	29	0	58	21	74	29	17	0	14	0	40	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9299	132	0	22	18	22	35	23	0	0	31	0	109	0	0	0	0	9	0	0	12	0	0	0	0	0	0	0	0	0	109	80	88	134	65	79	123	153	90	91	37	0	0	0	133	42	0	0	20	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	97
ASV9306	42	0	0	0	0	0	0	0	0	0	20	31	0	16	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	32	15	28	0	0	0	18	0	0	30	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	30	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV931	40	0	0	25	0	17	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	17	30	39	45	78	52	50	49	18	20	8	22	0	62	30	24	44	9	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	20	0	0	0	25
ASV9311	85	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	72	38	0	0	63	58	24	60	0	22	15	0	52	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	28
ASV9318	0	0	0	0	6	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	21	0	17	12	9	0	0	11	8	11	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10
ASV9330	63	0	0	22	0	41	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	63	0	116	127	70	103	68	39	58	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	66
ASV9333	38	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	96	101	71	112	103	92	32	0	49	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	57
ASV9335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	12	37	22	14	17	19	28	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	30	13	0	26	36	22	0	39	28	8	0
ASV9339	48	0	0	0	0	0	0	0	17	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	28	18	82	41	46	36	49	34	29	0	0	0	0	51	27	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	41
ASV9347	98	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	62	33	130	83	63	43	79	54	105	0	0	0	0	87	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	56
ASV9357	486	38	58	88	97	146	109	100	153	165	71	293	43	30	42	46	79	28	21	49	0	0	0	0	0	0	0	0	0	281	279	296	417	319	137	253	431	243	404	99	81	41	40	581	173	65	39	96	99	45	42	61	22	56	72	63	59	60	0	0	0	0	0	0	268	0	0	0	438
ASV9361	0	0	0	0	0	10	0	0	0	0	0	12	0	9	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	8	7	17	9	0	14	0	0	29	24	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV9363	126	0	0	28	0	40	31	37	49	37	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	49	64	92	78	37	73	187	59	145	0	54	0	0	98	41	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	98
ASV9365	0	0	0	47	0	0	75	29	0	0	42	0	57	0	0	67	82	0	32	28	58	26	29	31	17	54	25	25	38	0	0	0	36	0	0	0	0	21	0	0	59	27	35	0	0	49	24	0	0	25	0	64	0	0	87	50	48	78	18	21	19	0	48	0	33	34	69	32	0
ASV9367	21	0	0	19	0	0	0	0	24	27	26	20	23	26	26	0	29	0	0	0	0	0	0	0	0	0	0	0	0	22	37	40	38	0	0	0	65	0	42	0	18	0	0	41	0	0	0	0	0	0	0	0	0	0	37	0	23	0	0	0	0	0	0	0	0	0	0	0	31
ASV9374	0	0	0	0	0	15	0	0	0	0	14	16	0	14	11	0	0	0	18	16	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	14	0	0	10	0	0	0	0	6	0	0	0	0	0	10	0	0	0	14	0	18	0	0	0	0	0	0	0	13	0	0	0	11
ASV940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	28	24	0	12	16	21	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	27	58	31	32	60	20	0	51	24	0	0
ASV941	0	27	26	0	23	0	19	42	19	29	0	0	0	0	0	23	0	0	16	0	37	31	55	28	33	34	23	20	33	0	0	0	0	0	14	0	0	0	0	36	13	0	82	0	26	49	56	27	53	30	32	18	0	46	24	42	35	19	62	74	32	82	110	65	12	76	53	39	0
ASV942	0	0	0	0	0	16	0	0	0	0	25	0	21	16	11	0	24	35	10	22	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	16	0	0	25	0	13	20	11	47	0	7	14	0	18	18	0	13	28	0	15	0	0	0	0	10	0	0
ASV9475	0	0	0	0	13	0	0	0	0	6	15	0	0	16	10	0	18	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	16	0	0	0	15	0	0	0	7	8	7	0	0	0	0	0	13	0	24	0	0	0	13	19	13	0	0	0	0	0	0	0	0	0	0	0	7
ASV9486	0	0	0	0	0	0	0	44	0	45	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	60	90	0	0	71	92	66	0	39	0	0	0	0	0	0	0	0	0	0	0	90	47	47	0	50	0	66	0	0	0	0	29	50	45	28	0	0	0	0
ASV9490	33	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	31	50	0	31	0	42	0	0	28	0	0	31	0	38	38	0	0	31	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
ASV9523	0	14	0	0	0	0	0	0	0	0	18	0	22	0	25	15	30	28	31	0	0	34	30	43	28	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	52	14	22	27	28	38	23	23	33	26	39	0	0	0	43	23	0
ASV9527	0	30	38	39	49	17	31	50	44	34	85	0	79	46	44	45	69	68	46	50	0	48	41	44	0	0	0	0	62	0	0	0	0	0	0	0	0	9	0	118	23	61	81	0	32	93	37	25	65	86	85	69	75	84	44	104	75	103	58	96	76	47	116	0	0	0	110	51	0
ASV9530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	4	0	10	0	11	4	12	7	12	8	8	0	0	13	7	0
ASV9537	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	27	16	0	0	8	12	0	0	0	5	7	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	49	0	29	12	0	4	0	11	43	21	36	0	24	12	0	0
ASV9547	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	40	0	10	0	8	8	0	0	4	0	0	12	0	0	10	0	19	0	0	0	11	0	0
ASV9572	0	8	19	0	20	0	13	18	11	26	0	0	17	21	8	0	0	0	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	0	0	7	0	0	20	18	0	22	0	0	16	0	0	0	0	0	0	0	14	0	0	0
ASV9573	0	54	79	55	39	0	61	77	75	71	44	0	0	89	60	0	0	64	0	32	0	0	0	0	0	0	0	0	0	0	40	0	0	0	67	0	60	74	0	65	61	39	66	0	116	41	67	134	0	70	0	76	64	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9574	295	476	425	341	278	233	251	420	311	324	220	415	160	213	236	165	250	226	185	229	116	149	138	92	104	109	165	162	210	453	622	345	327	621	700	694	321	453	301	524	384	324	467	232	529	324	454	450	347	186	225	213	187	236	310	223	278	138	220	312	178	304	173	169	351	315	149	91	371
ASV9575	0	0	60	0	0	0	0	60	0	44	0	0	0	67	68	0	0	93	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	85	89	0	118	0	95	43	85	0	53	72	0	58	52	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV9576	0	80	87	49	64	34	46	90	60	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	47	0	0	62	0	96	46	39	48	0	38	24	51	50	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ASV9577	29	140	156	84	91	34	85	156	77	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	123	65	0	106	0	49	78	155	88	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
ASV9578	0	0	0	0	0	0	0	0	0	0	30	0	0	24	22	27	0	19	27	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	80	115	0	37	69	32	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV9581	79	0	22	34	21	39	32	34	38	51	112	141	35	47	65	28	119	29	22	66	0	0	0	0	0	0	0	0	0	125	119	189	133	257	97	179	156	92	155	56	32	0	28	108	61	24	40	57	56	93	79	111	33	77	105	39	77	52	0	0	0	0	0	0	131	0	0	0	86
ASV9583	0	0	0	0	0	0	24	0	0	28	0	32	0	0	0	0	0	0	0	0	27	18	19	18	29	0	0	0	0	0	0	0	0	46	27	0	0	0	0	40	0	0	31	0	0	0	0	28	0	29	0	52	0	0	0	0	0	0	27	22	29	0	23	31	24	17	0	34	0
ASV9587	0	23	0	0	30	34	0	30	32	29	30	0	0	23	26	0	23	32	23	25	63	51	45	39	45	41	44	62	74	30	21	21	18	19	14	0	0	35	0	76	34	29	34	0	77	28	73	32	56	0	0	67	0	0	42	26	28	0	82	56	60	97	117	104	29	107	59	82	23
ASV9591	117	127	159	145	186	220	206	145	205	196	286	131	194	342	316	218	261	256	169	223	38	69	77	23	58	56	46	34	42	145	157	59	133	96	58	52	160	141	64	181	196	81	77	167	216	175	147	258	203	172	183	264	159	152	283	163	172	178	105	128	88	50	132	110	95	49	110	104	86
ASV9592	0	17	0	0	19	0	0	0	0	0	30	0	25	40	0	40	35	0	24	42	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	32	0	22	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV9599	0	0	31	35	0	0	32	0	0	0	30	20	0	0	0	0	28	0	19	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	17	0	0	0	32	0	0	54	0	0	41	0	31	49	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV9600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	12	15	18	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	26	15	19	26	44	0	11	32	0	0
ASV9611	13	0	0	33	0	0	23	23	0	0	28	0	0	28	0	24	49	0	38	45	47	22	58	20	0	0	0	27	0	0	0	22	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	32	0	0	0	0	0	44	0	32	0	0	0
ASV9627	0	0	0	14	0	0	0	43	18	0	0	0	0	0	0	0	0	30	0	0	39	0	43	0	18	0	41	0	39	0	13	24	7	11	0	23	9	24	45	0	0	62	0	0	0	0	40	36	0	38	56	46	0	0	0	0	46	0	60	64	54	39	27	0	12	35	0	0	7
