S_Name	S_1	S_10	S_11	S_12	S_13	S_14	S_15	S_16	S_17	S_18	S_19	S_2	S_20	S_21	S_22	S_23	S_24	S_25	S_26	S_27	S_28	S_29	S_30	S_31	S_32	S_33	S_34	S_35	S_36	S_37	S_38	S_39	S_4	S_40	S_41	S_42	S_43	S_44	S_45	S_46	S_47	S_48	S_49	S_5	S_50	S_51	S_52	S_53	S_54	S_55	S_56	S_57	S_58	S_59	S_60	S_61	S_62	S_63	S_64	S_65	S_66	S_67	S_68	S_69	S_7	S_70	S_71	S_72	S_8
ASV9638	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	25	0	44	35	0	0	0	0	0	0	0	0	0	0	0	75	0	0	23	0	60	53	0	0	0	0	0	0	0	0	0	46	0	0	47	49	0	0	0	0	39	0	0	0	53	0	0	0	0	0	0	0	26
ASV9648	40	0	0	0	0	43	39	0	0	59	0	0	0	0	0	0	0	0	0	32	29	0	0	0	0	0	0	0	0	85	118	80	52	53	70	118	0	95	114	47	0	53	47	57	47	0	0	92	0	74	0	57	0	32	0	0	40	0	0	0	0	0	41	0	94	0	0	0	48
ASV9660	28	0	0	0	0	0	0	0	0	0	68	21	11	49	63	18	62	15	0	19	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	11	0	0	20	9	23	19	11	0	0	0	0	0	0	0	16	0	0	0	0
ASV9746	0	0	5	6	0	0	0	38	23	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	20	0	6	0	0	0	0	0	22	18	29	0	14	24	0	19	0	26	0	0	0	0	0	0	0	0	0	13	12	0	12	0	0	20	0	0	25	0	0	0
ASV9747	0	0	0	0	0	8	20	0	0	0	9	0	0	6	12	0	0	15	21	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	44	16	0	12	16	20	19	28	0	0	13	0	0	16	0	37	8	0	14	0	0
ASV9783	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	22	16	0	0	0	0	0	0	0	8	0	0	14	0	0	0	0	0	0	21	0	0	0	0	0	14	0	0	19	28	0	10	16	0	0	8	0	8	28	0	21	0
ASV9837	31	7	0	8	0	0	0	12	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	39	0	53	43	70	48	75	28	74	53	38	0	0	20	45	0	21	56	30	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	16
ASV9873	0	0	0	0	11	0	0	21	16	22	0	4	0	0	0	0	0	0	24	0	0	0	0	0	0	0	27	17	31	0	0	0	0	0	0	0	0	17	0	96	46	29	47	0	0	0	31	40	58	30	35	0	0	0	0	34	22	0	0	18	0	0	22	20	0	38	0	0	15
ASV9875	0	0	0	12	20	0	25	110	28	19	18	0	0	21	40	22	27	58	28	50	47	29	25	31	40	32	41	73	72	0	0	0	0	0	0	0	0	34	0	59	0	0	219	0	55	19	147	47	44	133	0	35	114	29	56	148	127	19	40	22	48	69	38	54	27	89	59	59	0
ASV9927	0	18	0	0	0	14	0	26	30	0	23	0	0	20	0	0	0	26	0	0	0	17	18	0	0	0	15	16	16	0	0	0	0	0	0	0	0	0	0	30	0	16	24	0	0	0	34	0	35	0	22	0	0	0	34	54	22	25	11	26	23	22	13	24	0	23	17	18	0
ASV9934	0	0	0	24	0	0	0	0	16	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	54	61	15	37	29	51	25	28	25	24	37	16	15	12	41	25	18	33	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV9960	0	14	13	0	17	0	12	23	0	0	0	0	19	0	8	25	15	0	16	20	25	18	22	0	0	13	0	21	0	0	8	0	0	0	0	0	0	0	0	0	0	21	0	0	0	40	0	0	0	0	0	0	29	23	0	27	27	0	0	34	33	20	27	40	0	33	30	37	0
ASV9964	0	0	0	0	0	0	0	33	22	21	11	0	0	20	15	0	0	0	28	0	0	0	0	0	0	0	0	0	23	0	0	0	6	16	0	0	0	26	16	86	0	27	30	0	0	0	50	0	85	50	0	19	41	35	30	83	72	45	0	46	0	18	0	0	0	0	44	0	0
ASV9973	0	0	0	0	0	0	0	37	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	48	40	71	100	55	29	101	46	48	60	0	0	0	0	61	0	0	43	0	0	68	35	0	0	0	71	0	0	0	0	0	0	0	0	18	0	0	0	56
ASV9974	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	72	28	66	51	50	75	70	84	43	0	51	0	39	60	0	0	0	29	54	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
ASV9977	0	0	0	0	0	0	0	0	0	0	0	0	29	35	0	24	0	0	0	0	21	0	24	5	23	0	22	13	0	0	31	0	0	0	0	36	0	0	35	0	0	0	0	0	33	0	0	0	0	0	0	0	38	41	0	37	20	0	0	22	9	16	0	19	0	24	19	0	0
ASV9978	18	0	17	0	0	36	0	0	0	41	0	0	0	0	23	0	0	0	0	28	0	0	0	0	0	0	0	0	0	48	0	37	36	87	29	0	35	0	0	41	0	0	0	28	0	0	0	18	0	0	0	0	0	0	0	0	0	0	18	0	0	0	22	0	24	0	0	0	17
